001/004_2015-07-29_02-53-20.log:<181>Jul 29 03:40:33 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 17:09:19 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d4-f4-6f-aa-f9-98, IP: 192.168.179.47]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 17:13:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.11]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 17:50:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:16:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:16:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:27:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:27:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:40:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:40:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:48:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:53:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-4e-c1-ce, IP: 192.168.179.31]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 18:54:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 20:05:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-17-31-c4-31-13, IP: 192.168.179.48]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 20:53:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-e-85-55-7e-be, IP: 192.168.179.40]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 20:53:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-e-85-55-7e-be, IP: 192.168.179.40]
003/061_2015-09-02_16-55-57.log:<181>Sep  2 20:58:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: d4-f4-6f-aa-f9-98, IP: 192.168.179.47]
003/062_2015-09-02_22-39-49.log:<181>Sep  2 23:10:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.53]
003/062_2015-09-02_22-39-49.log:<181>Sep  2 23:11:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/062_2015-09-02_22-39-49.log:<181>Sep  2 23:36:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 00:06:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 00:07:20 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 00:23:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f0-2f-87-86-c5, IP: 192.168.179.50]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 00:26:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 00:27:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 20-1a-6-d4-22-1b, IP: 192.168.179.49]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 00:31:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.53]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 00:45:31 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 01:39:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 01:43:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: b0-e0-3c-71-6a-81, IP: 192.168.179.30]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 02:51:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 02:56:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 02:56:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 04:45:02 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 05:08:41 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.13]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 05:11:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.34]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 06:28:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.39]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 06:46:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.53]
003/062_2015-09-02_22-39-49.log:<181>Sep  3 07:32:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.13]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 10:57:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-be-5-ec-6a-5b, IP: 192.168.179.33]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 11:07:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.44]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 12:52:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 84-38-38-17-72-7d, IP: 192.168.179.51]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 12:56:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-4e-c1-ce, IP: 192.168.179.31]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 13:16:00 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: f0-25-b7-b2-b3-43, IP: 192.168.1.14]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 13:49:38 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 18-f6-43-cb-b9-e, IP: 192.168.1.14]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 14:47:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-cc-20-4-ab-44, IP: 192.168.179.54]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 14:52:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.55]
003/063_2015-09-03_10-17-11.log:<181>Sep  3 15:19:57 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.44]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 16:08:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 84-38-38-17-72-7d, IP: 192.168.179.51]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 16:49:28 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 9c-ad-97-92-a7-63, IP: 192.168.179.56]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 16:50:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 9c-ad-97-92-a7-63, IP: 192.168.1.16]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 16:57:08 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 24-65-11-41-b4-3b, IP: 192.168.1.15]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 17:06:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 17:17:19 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.11]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 17:22:21 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.10]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 18:00:04 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-da-e9-49-e3-62, IP: 192.168.1.12]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 18:13:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 18:22:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 18:50:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c0-9f-42-7a-ed-2b, IP: 192.168.1.13]
003/064_2015-09-03_16-08-51.log:<181>Sep  3 19:49:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
003/065_2015-09-03_20-12-17.log:<181>Sep  3 20:25:23 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.55]
003/065_2015-09-03_20-12-17.log:<181>Sep  3 20:28:06 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.15]
003/065_2015-09-03_20-12-17.log:<181>Sep  3 20:28:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.15]
003/065_2015-09-03_20-12-17.log:<181>Sep  3 20:33:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/065_2015-09-03_20-12-17.log:<181>Sep  3 23:26:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/065_2015-09-03_20-12-17.log:<181>Sep  3 23:39:07 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/065_2015-09-03_20-12-17.log:<181>Sep  3 23:42:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
003/066_2015-09-04_00-14-15.log:<181>Sep  4 01:05:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.179.57]
003/066_2015-09-04_00-14-15.log:<181>Sep  4 01:38:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/066_2015-09-04_00-14-15.log:<181>Sep  4 01:43:40 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.179.57]
003/066_2015-09-04_00-14-15.log:<181>Sep  4 02:10:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f8-a9-63-9a-7b-44, IP: 192.168.179.57]
003/066_2015-09-04_00-14-15.log:<181>Sep  4 02:51:24 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-cc-20-4-ab-44, IP: 192.168.179.54]
003/066_2015-09-04_00-14-15.log:<181>Sep  4 03:20:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-cc-20-4-ab-44, IP: 192.168.179.54]
003/066_2015-09-04_00-14-15.log:<181>Sep  4 03:26:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/066_2015-09-04_00-14-15.log:<181>Sep  4 03:37:13 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.179.55]
003/067_2015-09-04_03-50-29.log:<181>Sep  4 04:52:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-be-5-ec-6a-5b, IP: 192.168.179.33]
003/067_2015-09-04_03-50-29.log:<181>Sep  4 05:02:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.58]
003/067_2015-09-04_03-50-29.log:<181>Sep  4 05:08:34 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
003/067_2015-09-04_03-50-29.log:<181>Sep  4 05:10:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.34]
003/068_2015-09-04_05-44-13.log:<181>Sep  4 05:55:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-40-e2-d8-b9-fc, IP: 192.168.179.59]
003/068_2015-09-04_05-44-13.log:<181>Sep  4 06:29:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.39]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 08:59:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.37]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 10:14:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.58]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 10:47:26 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.58]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 11:02:21 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.44]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 12:12:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 84-38-38-17-72-7d, IP: 192.168.179.51]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 13:09:15 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.39]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 13:33:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 60-e7-1-b8-f1-59, IP: 192.168.179.60]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 13:54:17 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 18-f6-43-cb-b9-e, IP: 192.168.1.14]
003/069_2015-09-04_09-00-47.log:<181>Sep  4 14:08:50 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-f7-6f-ab-15-96, IP: 192.168.179.34]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 14:23:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.46]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 14:23:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.46]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 14:25:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.61]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 14:25:46 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.37]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 15:06:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.44]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 15:09:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 9c-ad-97-92-a7-63, IP: 192.168.1.14]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 16:32:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-be-5-ec-6a-5b, IP: 192.168.179.33]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 16:55:23 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-ad-97-92-a7-63, IP: 192.168.1.16]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 17:23:05 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.61]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 17:48:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 84-38-38-17-72-7d, IP: 192.168.179.51]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 18:01:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 18:09:08 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.58]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 18:11:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.58]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 18:15:47 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 14-da-e9-49-e3-62, IP: 192.168.1.12]
003/070_2015-09-04_14-25-03.log:<181>Sep  4 19:03:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.46]
003/071_2015-09-04_19-35-47.log:<181>Sep  4 20:31:33 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: f0-25-b7-a1-cd-af, IP: 192.168.1.15]
003/071_2015-09-04_19-35-47.log:<181>Sep  4 21:01:51 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 14-2d-27-19-92-ed, IP: 192.168.1.11]
003/072_2015-09-04_22-52-45.log:<181>Sep  4 23:15:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
003/072_2015-09-04_22-52-45.log:<181>Sep  5 00:26:41 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.61]
003/072_2015-09-04_22-52-45.log:<181>Sep  5 00:26:43 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.61]
003/072_2015-09-04_22-52-45.log:<181>Sep  5 02:56:35 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.44]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 03:35:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.46]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 03:35:30 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.46]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 03:35:32 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.46]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 03:44:03 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 04:00:10 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.61]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 04:04:59 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.53]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 04:14:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.61]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 04:20:37 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8-3d-88-d8-c1-69, IP: 192.168.179.53]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 04:22:09 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.61]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 04:29:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 04:41:29 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.44]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 06:19:50 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: b0-10-41-b-22-b5, IP: 192.168.179.35]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 07:56:18 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 8c-bf-a6-7e-c3-ed, IP: 192.168.179.45]
003/073_2015-09-05_03-17-03.log:<181>Sep  5 08:05:28 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 80-c5-e6-c7-80-86, IP: 192.168.179.38]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 08:45:45 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 14-7d-c5-43-54-d, IP: 192.168.179.36]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 09:15:36 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.58]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 09:19:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.39]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 09:19:48 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: a4-9a-58-42-2e-e0, IP: 192.168.179.39]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 09:46:05 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 14-da-e9-49-e3-62, IP: 192.168.179.41]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 11:11:52 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-4e-c1-ce, IP: 192.168.179.31]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 11:44:39 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-64-22-d8, IP: 192.168.179.35]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 11:44:44 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-64-22-d8, IP: 192.168.179.35]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 11:51:56 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
003/074_2015-09-05_08-30-32.log:<181>Sep  5 12:11:54 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 1c-7b-21-4e-c1-ce, IP: 192.168.179.31]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 13:27:30 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: b8-4f-d5-8c-8e-e9, IP: 192.168.179.42]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 13:42:36 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 40-e-85-55-7e-be, IP: 192.168.179.40]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 13:49:14 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 80-ea-96-10-ca-e8, IP: 192.168.179.61]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 14:04:01 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-9a-10-c1-69-14, IP: 192.168.179.46]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 14:08:53 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: e4-8b-7f-df-d7-e8, IP: 192.168.179.44]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 15:31:51 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 84-38-38-17-72-7d, IP: 192.168.179.51]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 15:31:55 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 84-38-38-17-72-7d, IP: 192.168.179.51]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 16:27:45 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 40-f3-8-f9-4b-48, IP: 192.168.179.58]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 17:12:00 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 4-db-56-3c-a4-6b, IP: 192.168.179.36]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 17:17:25 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 17:17:27 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
003/075_2015-09-05_13-26-46.log:<181>Sep  5 18:03:53 Vigor: [DHCP] Vigor DHCP server has recycled an IP [MAC: 0-24-e4-0-33-82, IP: 192.168.1.10]
003/076_2015-09-05_18-11-37.log:<181>Sep  5 18:45:46 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: 14-cc-20-4-ab-44, IP: 192.168.179.54]
003/076_2015-09-05_18-11-37.log:<181>Sep  5 18:54:42 Vigor: [DHCP] Vigor DHCP server has given out an IP [MAC: c4-7-2f-4d-14-7a, IP: 192.168.179.32]
